product_id,category,sub_category,product_name
"Office Supplies_Paper_Xerox 1890","Office Supplies",Paper,"Xerox 1890"
"Technology_Phones_Jackery Bar Premium Fast-charging Portable Charger",Technology,Phones,"Jackery Bar Premium Fast-charging Portable Charger"
"Office Supplies_Labels_Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White","Office Supplies",Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White"
"Technology_Phones_Cisco IP Phone 7961G VoIP phone - Dark gray",Technology,Phones,"Cisco IP Phone 7961G VoIP phone - Dark gray"
"Furniture_Bookcases_Hon Metal Bookcases, Gray",Furniture,Bookcases,"Hon Metal Bookcases, Gray"
"Office Supplies_Binders_Ibico EPK-21 Electric Binding System","Office Supplies",Binders,"Ibico EPK-21 Electric Binding System"
"Office Supplies_Appliances_Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter","Office Supplies",Appliances,"Holmes Visible Mist Ultrasonic Humidifier with 2.3-Gallon Output per Day, Replacement Filter"
"Furniture_Bookcases_Rush Hierlooms Collection Rich Wood Bookcases",Furniture,Bookcases,"Rush Hierlooms Collection Rich Wood Bookcases"
"Technology_Accessories_Kingston Digital DataTraveler 8GB USB 2.0",Technology,Accessories,"Kingston Digital DataTraveler 8GB USB 2.0"
"Technology_Machines_HP Designjet T520 Inkjet Large Format Printer - 24" Color",Technology,Machines,"HP Designjet T520 Inkjet Large Format Printer - 24" Color"
"Office Supplies_Art_Newell 338","Office Supplies",Art,"Newell 338"
"Furniture_Chairs_Global Enterprise Series Seating High-Back Swivel/Tilt Chairs",Furniture,Chairs,"Global Enterprise Series Seating High-Back Swivel/Tilt Chairs"
"Furniture_Bookcases_O'Sullivan 5-Shelf Heavy-Duty Bookcases",Furniture,Bookcases,"O'Sullivan 5-Shelf Heavy-Duty Bookcases"
"Office Supplies_Paper_Hammermill Color Copier Paper (28Lb. and 96 Bright)","Office Supplies",Paper,"Hammermill Color Copier Paper (28Lb. and 96 Bright)"
"Office Supplies_Paper_Xerox 1990","Office Supplies",Paper,"Xerox 1990"
"Office Supplies_Paper_Xerox 1933","Office Supplies",Paper,"Xerox 1933"
"Office Supplies_Binders_Green Canvas Binder for 8-1/2" x 14" Sheets","Office Supplies",Binders,"Green Canvas Binder for 8-1/2" x 14" Sheets"
"Office Supplies_Envelopes_Park Ridge Embossed Executive Business Envelopes","Office Supplies",Envelopes,"Park Ridge Embossed Executive Business Envelopes"
"Furniture_Bookcases_Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black",Furniture,Bookcases,"Safco Value Mate Steel Bookcase, Baked Enamel Finish on Steel, Black"
"Technology_Machines_Cisco Desktop Collaboration Experience DX650 IP Video Phone",Technology,Machines,"Cisco Desktop Collaboration Experience DX650 IP Video Phone"
"Furniture_Furnishings_Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock",Furniture,Furnishings,"Howard Miller 12-3/4 Diameter Accuwave DS  Wall Clock"
"Office Supplies_Paper_Xerox 1975","Office Supplies",Paper,"Xerox 1975"
"Office Supplies_Art_Newell 323","Office Supplies",Art,"Newell 323"
"Office Supplies_Art_Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606","Office Supplies",Art,"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606"
"Office Supplies_Binders_Mead 1st Gear 2" Zipper Binder, Asst. Colors","Office Supplies",Binders,"Mead 1st Gear 2" Zipper Binder, Asst. Colors"
"Technology_Machines_3D Systems Cube Printer, 2nd Generation, Magenta",Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta"
"Office Supplies_Labels_Avery 487","Office Supplies",Labels,"Avery 487"
"Technology_Machines_Hewlett-Packard Deskjet D4360 Printer",Technology,Machines,"Hewlett-Packard Deskjet D4360 Printer"
"Furniture_Furnishings_DAX Wood Document Frame.",Furniture,Furnishings,"DAX Wood Document Frame."
"Office Supplies_Paper_Xerox 208","Office Supplies",Paper,"Xerox 208"
"Technology_Accessories_Memorex Micro Travel Drive 4 GB",Technology,Accessories,"Memorex Micro Travel Drive 4 GB"
"Office Supplies_Envelopes_#6 3/4 Gummed Flap White Envelopes","Office Supplies",Envelopes,"#6 3/4 Gummed Flap White Envelopes"
"Furniture_Furnishings_DAX Two-Tone Silver Metal Document Frame",Furniture,Furnishings,"DAX Two-Tone Silver Metal Document Frame"
"Office Supplies_Labels_Avery 503","Office Supplies",Labels,"Avery 503"
"Office Supplies_Appliances_Holmes 99% HEPA Air Purifier","Office Supplies",Appliances,"Holmes 99% HEPA Air Purifier"
"Furniture_Bookcases_O'Sullivan Cherrywood Estates Traditional Barrister Bookcase",Furniture,Bookcases,"O'Sullivan Cherrywood Estates Traditional Barrister Bookcase"
"Office Supplies_Art_SANFORD Major Accent Highlighters","Office Supplies",Art,"SANFORD Major Accent Highlighters"
"Furniture_Bookcases_Hon 4-Shelf Metal Bookcases",Furniture,Bookcases,"Hon 4-Shelf Metal Bookcases"
"Furniture_Tables_Global Adaptabilities Conference Tables",Furniture,Tables,"Global Adaptabilities Conference Tables"
"Office Supplies_Art_Newell 316","Office Supplies",Art,"Newell 316"
"Office Supplies_Storage_Fellowes Staxonsteel Drawer Files","Office Supplies",Storage,"Fellowes Staxonsteel Drawer Files"
"Office Supplies_Art_Avery Hi-Liter Smear-Safe Highlighters","Office Supplies",Art,"Avery Hi-Liter Smear-Safe Highlighters"
"Office Supplies_Envelopes_Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10" x 13" , 100/Box","Office Supplies",Envelopes,"Inter-Office Recycled Envelopes, Brown Kraft, Button-String,10" x 13" , 100/Box"
"Office Supplies_Paper_Xerox 1992","Office Supplies",Paper,"Xerox 1992"
"Furniture_Tables_Riverside Furniture Stanwyck Manor Table Series",Furniture,Tables,"Riverside Furniture Stanwyck Manor Table Series"
"Office Supplies_Storage_Fellowes Recycled Storage Drawers","Office Supplies",Storage,"Fellowes Recycled Storage Drawers"
"Office Supplies_Paper_Xerox 190","Office Supplies",Paper,"Xerox 190"
"Office Supplies_Paper_Xerox 1892","Office Supplies",Paper,"Xerox 1892"
"Technology_Phones_Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black",Technology,Phones,"Seidio BD2-HK3IPH5-BK DILEX Case and Holster Combo for Apple iPhone 5/5s - Black"
"Office Supplies_Paper_TOPS "Important Message" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad","Office Supplies",Paper,"TOPS "Important Message" Pads, Canary, 4-1/4 x 5-1/2, 50 Sheets per Pad"
"Office Supplies_Storage_24 Capacity Maxi Data Binder Racks, Pearl","Office Supplies",Storage,"24 Capacity Maxi Data Binder Racks, Pearl"
"Office Supplies_Paper_Southworth 25% Cotton Premium Laser Paper and Envelopes","Office Supplies",Paper,"Southworth 25% Cotton Premium Laser Paper and Envelopes"
"Office Supplies_Envelopes_Multimedia Mailers","Office Supplies",Envelopes,"Multimedia Mailers"
"Office Supplies_Labels_Avery 5","Office Supplies",Labels,"Avery 5"
"Technology_Phones_Jensen SMPS-640 - speaker phone",Technology,Phones,"Jensen SMPS-640 - speaker phone"
"Furniture_Furnishings_Master Caster Door Stop, Large Brown",Furniture,Furnishings,"Master Caster Door Stop, Large Brown"
"Office Supplies_Storage_Fellowes Desktop Hanging File Manager","Office Supplies",Storage,"Fellowes Desktop Hanging File Manager"
"Office Supplies_Paper_Xerox 1956","Office Supplies",Paper,"Xerox 1956"
"Furniture_Furnishings_Nu-Dell Oak Frame",Furniture,Furnishings,"Nu-Dell Oak Frame"
"Office Supplies_Binders_GBC Therma-A-Bind 250T Electric Binding System","Office Supplies",Binders,"GBC Therma-A-Bind 250T Electric Binding System"
"Furniture_Furnishings_Document Clip Frames",Furniture,Furnishings,"Document Clip Frames"
"Office Supplies_Appliances_Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk","Office Supplies",Appliances,"Hoover Replacement Belts For Soft Guard & Commercial Ltweight Upright Vacs, 2/Pk"
"Office Supplies_Paper_Xerox 1937","Office Supplies",Paper,"Xerox 1937"
"Furniture_Furnishings_DAX Cubicle Frames, 8-1/2 x 11",Furniture,Furnishings,"DAX Cubicle Frames, 8-1/2 x 11"
"Furniture_Bookcases_Sauder Camden County Collection Library",Furniture,Bookcases,"Sauder Camden County Collection Library"
"Technology_Copiers_Canon PC-428 Personal Copier",Technology,Copiers,"Canon PC-428 Personal Copier"
"Furniture_Chairs_Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms",Furniture,Chairs,"Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms"
"Office Supplies_Paper_Xerox 1917","Office Supplies",Paper,"Xerox 1917"
"Technology_Accessories_SanDisk Cruzer 16 GB USB Flash Drive",Technology,Accessories,"SanDisk Cruzer 16 GB USB Flash Drive"
"Technology_Accessories_Imation 30456 USB Flash Drive 8GB",Technology,Accessories,"Imation 30456 USB Flash Drive 8GB"
"Technology_Phones_Panasonic KX TS208W Corded phone",Technology,Phones,"Panasonic KX TS208W Corded phone"
"Office Supplies_Paper_Xerox 19","Office Supplies",Paper,"Xerox 19"
"Technology_Accessories_SanDisk Cruzer 4 GB USB Flash Drive",Technology,Accessories,"SanDisk Cruzer 4 GB USB Flash Drive"
"Technology_Accessories_AmazonBasics 3-Button USB Wired Mouse",Technology,Accessories,"AmazonBasics 3-Button USB Wired Mouse"
"Office Supplies_Paper_14-7/8 x 11 Blue Bar Computer Printout Paper","Office Supplies",Paper,"14-7/8 x 11 Blue Bar Computer Printout Paper"
"Office Supplies_Envelopes_Tyvek Interoffice Envelopes, 9 1/2" x 12 1/2", 100/Box","Office Supplies",Envelopes,"Tyvek Interoffice Envelopes, 9 1/2" x 12 1/2", 100/Box"
"Office Supplies_Supplies_Kleencut Forged Office Shears by Acme United Corporation","Office Supplies",Supplies,"Kleencut Forged Office Shears by Acme United Corporation"
"Office Supplies_Binders_Avery Triangle Shaped Sheet Lifters, Black, 2/Pack","Office Supplies",Binders,"Avery Triangle Shaped Sheet Lifters, Black, 2/Pack"
"Technology_Accessories_Logitech Keyboard K120",Technology,Accessories,"Logitech Keyboard K120"
"Office Supplies_Paper_Xerox 1932","Office Supplies",Paper,"Xerox 1932"
"Office Supplies_Art_Dixon Ticonderoga Pencils","Office Supplies",Art,"Dixon Ticonderoga Pencils"
"Furniture_Furnishings_DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",Furniture,Furnishings,"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size"
"Technology_Machines_Texas Instrument TI-15 Fraction Calculator",Technology,Machines,"Texas Instrument TI-15 Fraction Calculator"
"Furniture_Furnishings_Deflect-o EconoMat Nonstudded, No Bevel Mat",Furniture,Furnishings,"Deflect-o EconoMat Nonstudded, No Bevel Mat"
"Office Supplies_Fasteners_OIC Thumb-Tacks","Office Supplies",Fasteners,"OIC Thumb-Tacks"
"Office Supplies_Art_Sanford EarthWrite Recycled Pencils, Medium Soft, #2","Office Supplies",Art,"Sanford EarthWrite Recycled Pencils, Medium Soft, #2"
"Technology_Phones_PNY Rapid USB Car Charger - Black",Technology,Phones,"PNY Rapid USB Car Charger - Black"
"Furniture_Chairs_Hon Every-Day Chair Series Swivel Task Chairs",Furniture,Chairs,"Hon Every-Day Chair Series Swivel Task Chairs"
"Technology_Phones_SmartStand Mobile Device Holder, Assorted Colors",Technology,Phones,"SmartStand Mobile Device Holder, Assorted Colors"
"Office Supplies_Appliances_Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors","Office Supplies",Appliances,"Belkin 8-Outlet Premiere SurgeMaster II Surge Protectors"
"Office Supplies_Appliances_Euro Pro Shark Stick Mini Vacuum","Office Supplies",Appliances,"Euro Pro Shark Stick Mini Vacuum"
"Office Supplies_Paper_Astroparche Fine Business Paper","Office Supplies",Paper,"Astroparche Fine Business Paper"
"Technology_Machines_Zebra ZM400 Thermal Label Printer",Technology,Machines,"Zebra ZM400 Thermal Label Printer"
"Office Supplies_Storage_Letter Size File","Office Supplies",Storage,"Letter Size File"
"Technology_Phones_Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black",Technology,Phones,"Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black"
"Technology_Phones_Samsung Galaxy S4",Technology,Phones,"Samsung Galaxy S4"
"Furniture_Chairs_Office Star Flex Back Scooter Chair with Aluminum Finish Frame",Furniture,Chairs,"Office Star Flex Back Scooter Chair with Aluminum Finish Frame"
"Technology_Phones_Samsung Convoy 3",Technology,Phones,"Samsung Convoy 3"
"Furniture_Furnishings_Eldon Imàge Series Desk Accessories, Clear",Furniture,Furnishings,"Eldon Imàge Series Desk Accessories, Clear"
"Office Supplies_Labels_Avery 491","Office Supplies",Labels,"Avery 491"
"Office Supplies_Paper_Xerox 209","Office Supplies",Paper,"Xerox 209"
"Office Supplies_Envelopes_Peel & Seel Recycled Catalog Envelopes, Brown","Office Supplies",Envelopes,"Peel & Seel Recycled Catalog Envelopes, Brown"
"Office Supplies_Appliances_Avanti 1.7 Cu. Ft. Refrigerator","Office Supplies",Appliances,"Avanti 1.7 Cu. Ft. Refrigerator"
"Office Supplies_Supplies_Acme Design Stainless Steel Bent Scissors","Office Supplies",Supplies,"Acme Design Stainless Steel Bent Scissors"
"Furniture_Tables_Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops",Furniture,Tables,"Barricks Non-Folding Utility Table with Steel Legs, Laminate Tops"
"Technology_Machines_Hewlett-Packard 300S Scientific Calculator",Technology,Machines,"Hewlett-Packard 300S Scientific Calculator"
"Office Supplies_Labels_Avery 495","Office Supplies",Labels,"Avery 495"
"Technology_Phones_iOttie HLCRIO102 Car Mount",Technology,Phones,"iOttie HLCRIO102 Car Mount"
"Office Supplies_Art_Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink","Office Supplies",Art,"Avery Hi-Liter GlideStik Fluorescent Highlighter, Yellow Ink"
"Furniture_Furnishings_Eldon 500 Class Desk Accessories",Furniture,Furnishings,"Eldon 500 Class Desk Accessories"
"Office Supplies_Paper_EcoTones Memo Sheets","Office Supplies",Paper,"EcoTones Memo Sheets"
"Office Supplies_Paper_Xerox 1906","Office Supplies",Paper,"Xerox 1906"
"Technology_Machines_Texas Instruments TI-34 Scientific Calculator",Technology,Machines,"Texas Instruments TI-34 Scientific Calculator"
"Office Supplies_Paper_Standard Line While You Were Out Hardbound Telephone Message Book","Office Supplies",Paper,"Standard Line While You Were Out Hardbound Telephone Message Book"
"Technology_Accessories_Kingston Digital DataTraveler 64GB USB 2.0",Technology,Accessories,"Kingston Digital DataTraveler 64GB USB 2.0"
"Office Supplies_Binders_GBC VeloBinder Strips","Office Supplies",Binders,"GBC VeloBinder Strips"
"Office Supplies_Paper_Xerox 1963","Office Supplies",Paper,"Xerox 1963"
"Technology_Accessories_Logitech Z-906 Speaker sys - home theater - 5.1-CH",Technology,Accessories,"Logitech Z-906 Speaker sys - home theater - 5.1-CH"
"Office Supplies_Appliances_Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","Office Supplies",Appliances,"Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black"
"Furniture_Furnishings_Luxo Adjustable Task Clamp Lamp",Furniture,Furnishings,"Luxo Adjustable Task Clamp Lamp"
"Office Supplies_Paper_Unpadded Memo Slips","Office Supplies",Paper,"Unpadded Memo Slips"
"Office Supplies_Art_Barrel Sharpener","Office Supplies",Art,"Barrel Sharpener"
"Office Supplies_Fasteners_Acco Glide Clips","Office Supplies",Fasteners,"Acco Glide Clips"
"Furniture_Tables_Bush Cubix Conference Tables, Fully Assembled",Furniture,Tables,"Bush Cubix Conference Tables, Fully Assembled"
"Furniture_Chairs_Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum",Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with 2-way adjustable arms, Plum"
"Technology_Phones_RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting",Technology,Phones,"RCA H5401RE1 DECT 6.0 4-Line Cordless Handset With Caller ID/Call Waiting"
"Furniture_Tables_SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine",Furniture,Tables,"SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine"
"Office Supplies_Paper_Xerox 20","Office Supplies",Paper,"Xerox 20"
"Technology_Machines_HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax",Technology,Machines,"HP Officejet Pro 8600 e-All-In-One Printer, Copier, Scanner, Fax"
"Office Supplies_Paper_Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book","Office Supplies",Paper,"Black Print Carbonless 8 1/2" x 8 1/4" Rapid Memo Book"
"Technology_Phones_Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5",Technology,Phones,"Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5"
"Office Supplies_Storage_Iris 3-Drawer Stacking Bin, Black","Office Supplies",Storage,"Iris 3-Drawer Stacking Bin, Black"
"Technology_Phones_Panasonic Business Telephones KX-T7736",Technology,Phones,"Panasonic Business Telephones KX-T7736"
"Office Supplies_Art_Hunt Boston Vacuum Mount KS Pencil Sharpener","Office Supplies",Art,"Hunt Boston Vacuum Mount KS Pencil Sharpener"
"Office Supplies_Storage_Portfile Personal File Boxes","Office Supplies",Storage,"Portfile Personal File Boxes"
"Office Supplies_Storage_Belkin 19" Center-Weighted Shelf, Gray","Office Supplies",Storage,"Belkin 19" Center-Weighted Shelf, Gray"
"Furniture_Chairs_Hon Comfortask Task/Swivel Chairs",Furniture,Chairs,"Hon Comfortask Task/Swivel Chairs"
"Furniture_Furnishings_Career Cubicle Clock, 8 1/4", Black",Furniture,Furnishings,"Career Cubicle Clock, 8 1/4", Black"
"Office Supplies_Art_Boston 16765 Mini Stand Up Battery Pencil Sharpener","Office Supplies",Art,"Boston 16765 Mini Stand Up Battery Pencil Sharpener"
"Office Supplies_Labels_Avery 475","Office Supplies",Labels,"Avery 475"
"Technology_Machines_Vtech AT&T CL2940 Corded Speakerphone, Black",Technology,Machines,"Vtech AT&T CL2940 Corded Speakerphone, Black"
"Furniture_Furnishings_Tenex B1-RE Series Chair Mats for Low Pile Carpets",Furniture,Furnishings,"Tenex B1-RE Series Chair Mats for Low Pile Carpets"
"Technology_Phones_Griffin GC17055 Auxiliary Audio Cable",Technology,Phones,"Griffin GC17055 Auxiliary Audio Cable"
"Office Supplies_Storage_Rogers Profile Extra Capacity Storage Tub","Office Supplies",Storage,"Rogers Profile Extra Capacity Storage Tub"
